wupin	ipa
iq tsyu laeq tsoq	iəʔ ʦʮ laʔ ʦoʔ
iq tsyu shian	iəʔ ʦʮ ɕiã
iq tsyu vaon tsy	iəʔ ʦʮ vɑ̃ ʦɿ
iq uoe	iəʔ uø
iq uoe gnioq	iəʔ uø ȵioʔ
iq uoe syu	iəʔ uø sʮ
iq uoe thaon	iəʔ uø tʰɑ̃
iq uoe ve	iəʔ uø vᴇ
iq ve lian	iəʔ vᴇ liã
iq ve lian tshie	iəʔ vᴇ liã ʦʰiɪ
iq ve lin lian	iəʔ vᴇ lin liã
iq ve lin lian paq	iəʔ vᴇ lin liã pɑʔ
iq ve tou keq	iəʔ vᴇ təu kəʔ
iq ve5[523]	iəʔ vᴇ523
iq waq44	iəʔ ɦuɑʔ44
iq we	iəʔ ɦuᴇ
iq we don tsyu	iəʔ ɦuᴇ doŋ ʦʮ
iq we khaq gnin	iəʔ ɦuᴇ kʰɑʔ ȵin
iq yan	iəʔ ɦiã
iq yan meq zy	iəʔ ɦiã məʔ zɿ
iq yan siau tshe	iəʔ ɦiã siæ ʦʰᴇ
iq zan	iəʔ zã
iq zan bin	iəʔ zã bin
iq zan die in	iəʔ zã diɪ in
iq zan le jieu	iəʔ zã lᴇ ʥiʏ
iq zan yu	iəʔ zã ɦy
iq zan5[51] syu51 the tsy[52]3 poq tshaq44	iəʔ zã51 sʮ51 tʰᴇ ʦɿ52 poʔ ʦʰɑʔ44
iq zen	iəʔ zən
iq zen bi	iəʔ zən bi
iq zen koq	iəʔ zən koʔ
iq zen so pu	iəʔ zən so pu
iq zou	iəʔ zəu
iq zou se	iəʔ zəu sᴇ
iq zy don yin4[23]40	iəʔ zɿ doŋ ɦin23
iq zy4[23] iq theq seq440	iəʔ zɿ23 iəʔ tʰəʔ səʔ44
iq zy5[52] lian keu taon230	iəʔ zɿ52 liã køʏ tɑ̃23
iq zyu5[51]	iəʔ zʮ51
iq7	iəʔ43
iq[43]	iəʔ43
iu1	y44
iu3	y51
iu5	y523
iun3	yn51
iuq7	yəʔ43
ji bau jiun	ʥi bæ ʥyn
ji boe	ʥi bø
ji gniu	ʥi ȵy
ji mi	ʥi mi
ji mo pu	ʥi mo pu
ji pau23	ʥi pæ23
ji pu	ʥi pu
ji tsheq kua yan2340	ʥi ʦʰəʔ kuɑ ɦiã234
ji tsheq poq kua2340	ʥi ʦʰəʔ poʔ kuɑ234
ji tshian	ʥi ʦʰiã
ji tson khau syu	ʥi ʦoŋ kʰæ sʮ
ji tsoq mo	ʥi ʦoʔ mo
ji tsy	ʥi ʦɿ
ji2	ʥi223
ji223 seq moq sau440	ʥi223 səʔ moʔ sæ44
ji6	ʥi231
jia2	ʥiɑ223
jian dau23	ʥiã dæ23
jian deu jiuq nau2340	ʥiã døʏ ʥyəʔ næ234
jian deu paq gni tou	ʥiã døʏ pɑʔ ȵi təu
jian paq tsyu	ʥiã pɑʔ ʦʮ
jian paq tsyu230	ʥiã pɑʔ ʦʮ23
jian2	ʥiã223
jian6	ʥiã231
jiau don	ʥiæ doŋ
jiau le koe	ʥiæ lᴇ kø
jiau pe	ʥiæ pᴇ
jiau pe23	ʥiæ pᴇ23
jiau sy kou ghaon	ʥiæ sɿ kəu ɦɑ̃
jiau thin	ʥiæ tʰin
jiau thou gho	ʥiæ tʰəu ɦo
jiau tin	ʥiæ tin
jiau2	ʥiæ223
jiau223	ʥiæ223
jiau6	ʥiæ231
jie bi	ʥiɪ bi
jie chi seu le	ʥiɪ ʨʰi søʏ lᴇ
jie khaq	ʥiɪ kʰɑʔ
jie moq sau	ʥiɪ moʔ sæ
jie moq sau230	ʥiɪ moʔ sæ23
jie2	ʥiɪ223
jie223	ʥiɪ223
jie231	ʥiɪ231
jie6	ʥiɪ231
jieu deu23	ʥiʏ døʏ23
jieu gha23	ʥiʏ ɦɑ23
jieu gnie23	ʥiʏ ȵiɪ23
jieu jieu23	ʥiʏ ʥiʏ23
jieu khou23	ʥiʏ kʰəu23
jieu m23	ʥiʏ m23
jieu n	ʥiʏ n
jieu se23	ʥiʏ sᴇ23
jieu syu tie	ʥiʏ sʮ tiɪ
jieu tshie23	ʥiʏ ʦʰiɪ23
jieu2	ʥiʏ223
jieu6	ʥiʏ231
jin deu23	ʥin døʏ23
jin doe	ʥin dø
jin doe23	ʥin dø23
jin gon23	ʥin goŋ23
jin jie	ʥin ʥiɪ
jin sy	ʥin sɿ
jin tshe23	ʥin ʦʰᴇ23
jin zin23	ʥin zin23
jin2	ʥin223
jin223	ʥin223
jin232	ʥin232
jin6	ʥin231
jioe deu zaq	ʥiø døʏ zɑʔ
jioe kueq23	ʥiø kuəʔ23
jioe2	ʥiø223
jioe6	ʥiø231
jion ho	ʥioŋ xo
jion jie23	ʥioŋ ʥiɪ23
jion pin pan230	ʥioŋ pin pã23
jion ya23	ʥioŋ ɦiɑ23
jion2	ʥioŋ223
jion223	ʥioŋ223
jioq8	ʥioʔ23
jiq8	ʥiəʔ23
jiu	ʥy
jiu de	ʥy dᴇ
jiu2	ʥy223
jiu231	ʥy231
jiu6	ʥy231
jiun ta ng230	ʥyn tɑ ŋ23
jiun2	ʥyn223
jiun223	ʥyn223
jiun6	ʥyn231
jiuq piq don340	ʥyəʔ piəʔ doŋ34
jiuq8	ʥyəʔ23
ka bu	kɑ bu
ka daon40	kɑ dɑ̃4
ka doq	kɑ doʔ
ka gni mo mo[52]330	kɑ ȵi mo mo52
ka gni40	kɑ ȵi4
ka ho deu[52]30	kɑ xo døʏ52
ka ie deu[52]30	kɑ iɪ døʏ52
ka keu	kɑ køʏ
ka khaq chi	kɑ kʰɑʔ ʨʰi
ka khaq chi ban zaq tsen lau zeq	kɑ kʰɑʔ ʨʰi bã zɑʔ ʦən læ zəʔ
ka khuoe tsy	kɑ kʰuø ʦɿ
ka laon	kɑ lɑ̃
ka lau shi[52]30	kɑ læ ɕi52
ka nge	kɑ ŋᴇ
ka oq	kɑ oʔ
ka san bin	kɑ sã bin
ka san40	kɑ sã4
ka siau40	kɑ siæ4
ka so	kɑ so
ka tsa tie	kɑ ʦɑ tiɪ
ka tsaon	kɑ ʦɑ̃
ka tshaq40	kɑ ʦʰɑʔ4
ka tshe40	kɑ ʦʰᴇ4
ka tsy	kɑ ʦɿ
ka tsy40	kɑ ʦɿ4
ka tsyu	kɑ ʦʮ
ka tsyu bu	kɑ ʦʮ bu
ka tsyu ka nge	kɑ ʦʮ kɑ ŋᴇ
ka tsyu40	kɑ ʦʮ4
ka ye	kɑ ɦiɪ
ka ye40	kɑ ɦiɪ4
ka yin40	kɑ ɦin4
ka zaq	kɑ zɑʔ
ka zo	kɑ zo
ka1	kɑ44
ka3	kɑ51
ka44	kɑ44
ka5	kɑ523
ka51	kɑ51
ka51 seu51	kɑ51 søʏ51
ka52 ie chi40	kɑ52 iɪ ʨʰi4
ka52 noe ng23	kɑ52 nø ŋ23
ka523	kɑ523
kaeq au5[51]	kaʔ æ51
kaeq bau tsy	kaʔ bæ ʦɿ
kaeq ciaq phi kou4440 ken tsheq le440	kaʔ ʨiɑʔ pʰi kəu444 kən ʦʰəʔ lᴇ44
kaeq cin nge tsin	kaʔ ʨin ŋᴇ ʦin
kaeq gha4[23]	kaʔ ɦɑ23
kaeq ghou kaon cin[52]340	kaʔ ɦəu kɑ̃ ʨin52
kaeq ghou tsau zian	kaʔ ɦəu ʦæ ziã
kaeq gni kuaon	kaʔ ȵi kuɑ̃
kaeq i zaon	kaʔ i zɑ̃
kaeq ji bau	kaʔ ʥi bæ
kaeq khou5[523]	kaʔ kʰəu523
kaeq laeq tso440	kaʔ laʔ ʦo44
kaeq laeq tsy	kaʔ laʔ ʦɿ
kaeq li pu4[51]0	kaʔ li pu51
kaeq li4[51]	kaʔ li51
kaeq liau sy baq4[23]40	kaʔ liæ sɿ bɑʔ23
kaeq lon	kaʔ loŋ
kaeq piq	kaʔ piəʔ
kaeq san ve	kaʔ sã vᴇ
kaeq san4[23]	kaʔ sã23
kaeq sian4[23]	kaʔ siã23
kaeq sin4[23]	kaʔ sin23
kaeq so gnian doe tsy	kaʔ so ȵiã dø ʦɿ
kaeq syu tshau	kaʔ sʮ ʦʰæ
kaeq tshiq kaeq poq	kaʔ ʦʰiəʔ kaʔ poʔ
kaeq tsoq dau	kaʔ ʦoʔ dæ
kaeq tsyu zeq	kaʔ ʦʮ zəʔ
kaeq tsyu zeq5[52]3	kaʔ ʦʮ zəʔ52
kaeq zian	kaʔ ziã
kaeq7	kaʔ43
kan die	kã diɪ
kan hue[52]3	kã xuᴇ52
kan mi40	kã mi4
kan teq deu le[52]110	kã təʔ døʏ lᴇ52
kan tsoe	kã ʦø
kan ve40	kã vᴇ4
kan1	kã44
kan3	kã51
kan44 mon tsy23	kã44 moŋ ʦɿ23
kan45	kã45
kaon ban tie	kɑ̃ bã tiɪ
kaon be deu yun	kɑ̃ bᴇ døʏ ɦyn
kaon beq sian	kɑ̃ bəʔ siã
kaon beq sian[52]30	kɑ̃ bəʔ siã52
kaon chiau	kɑ̃ ʨʰiæ
kaon cie ka440	kɑ̃ ʨiɪ kɑ44
kaon de[52]3	kɑ̃ dᴇ52
kaon deu	kɑ̃ døʏ
kaon ghou ciuq440	kɑ̃ ɦəu ʨyəʔ44
kaon gni	kɑ̃ ȵi
kaon kaon40	kɑ̃ kɑ̃4
kaon maon deu li[52]340 phaon chie cin[52]30	kɑ̃ mɑ̃ døʏ li52 pʰɑ̃ ʨʰiɪ ʨin52
kaon maon deu li[52]340 tshau lou sy[52]30	kɑ̃ mɑ̃ døʏ li52 ʦʰæ ləu sɿ52
kaon pe	kɑ̃ pᴇ
kaon piq deu	kɑ̃ piəʔ døʏ
kaon piq kan	kɑ̃ piəʔ kã
kaon piq tsie	kɑ̃ piəʔ ʦiɪ
kaon piq40	kɑ̃ piəʔ4
kaon poq gnin	kɑ̃ poʔ ȵin
kaon poq shi	kɑ̃ poʔ ɕi
kaon sy zaon	kɑ̃ sɿ zɑ̃
kaon the	kɑ̃ tʰᴇ
kaon tsan[52]3	kɑ̃ ʦã52
kaon tson	kɑ̃ ʦoŋ
kaon tson keu tsy4440	kɑ̃ ʦoŋ køʏ ʦɿ444
kaon tson kou tsy	kɑ̃ ʦoŋ kəu ʦɿ
kaon tsoq	kɑ̃ ʦoʔ
kaon yi kaeq	kɑ̃ ɦi kaʔ
kaon1	kɑ̃44
kaon3	kɑ̃51
kaon44	kɑ̃44
kaon5	kɑ̃523
kaon51	kɑ̃51
kaon51 ghe gho23	kɑ̃51 ɦᴇ ɦo23
kaon523	kɑ̃523
kaq ia ve	kɑʔ iɑ vᴇ
kaq ia ve aeq4[23]40 eu tsheq le[52]30	kɑʔ iɑ vᴇ aʔ23 øʏ ʦʰəʔ lᴇ52
kaq lon thie tsin	kɑʔ loŋ tʰiɪ ʦin
kaq zeq	kɑʔ zəʔ
kaq7	kɑʔ43
kau baq cioe	kæ bɑʔ ʨiø
kau baq40	kæ bɑʔ4
kau ciaeq moe deu	kæ ʨiaʔ mø døʏ
kau cioe tsy	kæ ʨiø ʦɿ
kau de	kæ dᴇ
kau deu cioe	kæ døʏ ʨiø
kau deu40	kæ døʏ4
kau die laon	kæ diɪ lɑ̃
kau doe tie	kæ dø tiɪ
kau ho ci	kæ xo ʨi
kau ho kaeq deu	kæ xo kaʔ døʏ
kau ho tsy	kæ xo ʦɿ
kau ho tsy440	kæ xo ʦɿ44
kau ken bi gha	kæ kən bi ɦɑ
kau lie	kæ liɪ
kau liq baon	kæ liəʔ bɑ̃
kau liq baon[52]30	kæ liəʔ bɑ̃52
kau se	kæ sᴇ
kau shin	kæ ɕin
kau sou	kæ səu
kau sy paon	kæ sɿ pɑ̃
kau sy pie paon[52]340	kæ sɿ piɪ pɑ̃52
kau ten ten	kæ tən tən
kau thaon	kæ tʰɑ̃
kau tsho kou440	kæ ʦʰo kəu44
kau tsy	kæ ʦɿ
kau tsy yaq	kæ ʦɿ ɦiɑʔ
kau tsyu kaon	kæ ʦʮ kɑ̃
kau voq	kæ voʔ
kau yaq40	kæ ɦiɑʔ4
kau yu40	kæ ɦy4
kau zan so	kæ zã so
kau zaon	kæ zɑ̃
kau zyu	kæ zʮ
kau1	kæ44
kau3	kæ51
kau44	kæ44
kau5	kæ523
ke	kᴇ
ke ciau ve[52]30	kᴇ ʨiæ vᴇ52
ke deu se yu	kᴇ døʏ sᴇ ɦy
ke deu40	kᴇ døʏ4
ke gniq deu	kᴇ ȵiəʔ døʏ
ke ka	kᴇ kɑ
ke ka shi440	kᴇ kɑ ɕi44
ke ka40	kᴇ kɑ4
ke keq	kᴇ kəʔ
ke keq ngeq	kᴇ kəʔ ŋəʔ
ke keq40	kᴇ kəʔ4
ke khau	kᴇ kʰæ
ke lau	kᴇ læ
ke le[52]3	kᴇ lᴇ52
ke seu	kᴇ søʏ
ke shiq	kᴇ ɕiəʔ
ke taeq40	kᴇ taʔ4
ke tie40	kᴇ tiɪ4
ke tsoq ven	kᴇ ʦoʔ vən
ke tsy	kᴇ ʦɿ
ke uen	kᴇ uən
ke uoe	kᴇ uø
ke zan	kᴇ zã
ke zan40	kᴇ zã4
ke1	kᴇ44
ke3	kᴇ51
ke44	kᴇ44
ke5	kᴇ523
ke51 tau44	kᴇ51 tæ44
ke52 tshe523	kᴇ52 ʦʰᴇ523
keaq kaeq gniau440	? kaʔ ȵiæ44
keh li	kəʔ li
keh se	kəʔ sᴇ
keh tsau	kəʔ ʦæ
keh tsy	kəʔ ʦɿ
ken ka[52]3	kən kɑ52
ken lau kou zeq4440	kən læ kəu zəʔ444
ken pen	kən pən
ken seu40	kən søʏ4
ken1	kən44
ken3	kən51
ken44	kən44
ken5	kən523
keq keq liq liq4420	kəʔ kəʔ liəʔ liəʔ442
keq khoq sen	kəʔ kʰoʔ sən
keq lau	kəʔ læ
keq se	kəʔ sᴇ
keq seq o333	kəʔ səʔ o333
keq taeq	kəʔ taʔ
keq tsy5[51]	kəʔ ʦɿ51
keq weq	kəʔ ɦuəʔ
keq43	kəʔ43
keq44	kəʔ44
keq7	kəʔ43
keu cie taeq pe4440	køʏ ʨiɪ taʔ pᴇ444
keu ciuq liq	køʏ ʨyəʔ liəʔ
keu gni po tshau	køʏ ȵi po ʦʰæ
keu hoq yoq	køʏ xoʔ ɦioʔ
keu khou[52]3	køʏ kʰəu52
keu pi tau tsau[42]340	køʏ pi tæ ʦæ42
keu seh	køʏ səʔ
keu shi deu[52]30	køʏ ɕi døʏ52
keu tsy	køʏ ʦɿ
keu zeq peq	køʏ zəʔ pəʔ
keu1	køʏ44
keu3	køʏ51
keu5	køʏ523
keu51	køʏ51
kha	kʰɑ
kha baon40	kʰɑ bɑ̃4
kha beq thi440	kʰɑ bəʔ tʰi44
kha fi	kʰɑ fi
kha heq pe	kʰɑ xəʔ pᴇ
kha mie	kʰɑ miɪ
kha mie seu cin2340	kʰɑ miɪ søʏ ʨin234
kha mie syu440	kʰɑ miɪ sʮ44
kha sen	kʰɑ sən
kha theq	kʰɑ tʰəʔ
kha weq	kʰɑ ɦuəʔ
kha1	kʰɑ44
kha3	kʰɑ51
kha44	kʰɑ44
kha44 yeu223	kʰɑ44 ɦiʏ223
khaeq ba cieu	kʰaʔ bɑ ʨiʏ
khaeq beq deu	kʰaʔ bəʔ døʏ
khaeq dou siau	kʰaʔ dəu siæ
khaeq khaeq ciau	kʰaʔ kʰaʔ ʨiæ
khaeq ze5[51]	kʰaʔ zᴇ51
khaeq43	kʰaʔ43
khaeq7	kʰaʔ43
khan ban40	kʰã bã4
khan beq deu440	kʰã bəʔ døʏ44
khan kaon	kʰã kɑ̃
khan kaon40	kʰã kɑ̃4
khan1	kʰã44
khaon ci	kʰɑ̃ ʨi
khaon ho	kʰɑ̃ xo
khaon zaon	kʰɑ̃ zɑ̃
khaon1	kʰɑ̃44
khaon3	kʰɑ̃51
khaon5	kʰɑ̃523
khaon523	kʰɑ̃523
khaq chi	kʰɑʔ ʨʰi
khaq daon ke4[23]0	kʰɑʔ dɑ̃ kᴇ23
khaq daon4[23]	kʰɑʔ dɑ̃23
khaq gnin4[23]	kʰɑʔ ȵin23
khaq ko	kʰɑʔ ko
khaq pie gnin4[23]0	kʰɑʔ piɪ ȵin23
khaq thau	kʰɑʔ tʰæ
khaq7	kʰɑʔ43
khau cioe	kʰæ ʨiø
khau cioe[52]3	kʰæ ʨiø52
khau fen	kʰæ fən
khau feq tsi	kʰæ fəʔ ʦi
khau gni kuaon	kʰæ ȵi kuɑ̃
khau iq ci	kʰæ iəʔ ʨi
khau iq ten	kʰæ iəʔ tən
khau kan	kʰæ kã
khau kou[52]3	kʰæ kəu52
khau le	kʰæ lᴇ
khau pe	kʰæ pᴇ
khau pe40	kʰæ pᴇ4
khau phaon	kʰæ pʰɑ̃
khau phie kou	kʰæ pʰiɪ kəu
khau pie ke le	kʰæ piɪ kᴇ lᴇ
khau pie tsyu soe	kʰæ piɪ ʦʮ sø
khau pin	kʰæ pin
khau syu	kʰæ sʮ
khau syu[52]3	kʰæ sʮ52
khau theq40 nga tsy23 maon231 dou li23 ie523	kʰæ tʰəʔ4 ŋɑ ʦɿ23 mɑ̃231 dəu li23 iɪ523
khau tin tsoe ciaq4440	kʰæ tin ʦø ʨiɑʔ444
khau tsi tse	kʰæ ʦi ʦᴇ
khau tsoq kaon	kʰæ ʦoʔ kɑ̃
khau tsy ng	kʰæ ʦɿ ŋ
khau zan	kʰæ zã
khau zeq gnie	kʰæ zəʔ ȵiɪ
khau zeq gniq	kʰæ zəʔ ȵiəʔ
khau zeq keq ngeq	kʰæ zəʔ kəʔ ŋəʔ
khau zeq keq440	kʰæ zəʔ kəʔ44
khau1	kʰæ44
khau3	kʰæ51
khau44 seu sin[52]3	kʰæ44 søʏ sin52
khau5	kʰæ523
khe boe	kʰᴇ bø
khe cin men	kʰᴇ ʨin mən
khe cin tsin	kʰᴇ ʨin ʦin
khe ciq	kʰᴇ ʨiəʔ
khe diau fu440	kʰᴇ diæ fu44
khe din	kʰᴇ din
khe don	kʰᴇ doŋ
khe faon tsy	kʰᴇ fɑ̃ ʦɿ
khe ghon boe	kʰᴇ ɦoŋ bø
khe ghon ten	kʰᴇ ɦoŋ tən
khe ghou	kʰᴇ ɦəu
khe gnie	kʰᴇ ȵiɪ
khe ho	kʰᴇ xo
khe ho pin	kʰᴇ xo pin
khe hou tsaon440	kʰᴇ xəu ʦɑ̃44
khe ia tsho	kʰᴇ iɑ ʦʰo
khe ian po	kʰᴇ iã po
khe in	kʰᴇ in
khe jioq	kʰᴇ ʥioʔ
khe keu	kʰᴇ køʏ
khe kheu siau	kʰᴇ kʰøʏ siæ
khe khueq	kʰᴇ kʰuəʔ
khe lin chioe	kʰᴇ lin ʨʰiø
khe lou	kʰᴇ ləu
khe lou zen	kʰᴇ ləu zən
khe men	kʰᴇ mən
khe mo deu	kʰᴇ mo døʏ
khe nge haeq tsy	kʰᴇ ŋᴇ xaʔ ʦɿ
khe phie	kʰᴇ pʰiɪ
khe phie ng	kʰᴇ pʰiɪ ŋ
khe phu mau	kʰᴇ pʰu mæ
khe piq40	kʰᴇ piəʔ4
khe se	kʰᴇ sᴇ
khe siau	kʰᴇ siæ
khe sin	kʰᴇ sin
khe syu	kʰᴇ sʮ
khe taon khou440	kʰᴇ tɑ̃ kʰəu44
khe tau	kʰᴇ tæ
khe tidau	kʰᴇ ?
khe tie	kʰᴇ tiɪ
khe tsau40	kʰᴇ ʦæ4
khe tshe uoe	kʰᴇ ʦʰᴇ uø
khe tsho	kʰᴇ ʦʰo
khe ve	kʰᴇ vᴇ
khe waon me	kʰᴇ ɦuɑ̃ mᴇ
khe yan deu vu koe	kʰᴇ ɦiã døʏ vu kø
khe yan40	kʰᴇ ɦiã4
khe zyu	kʰᴇ zʮ
khe1	kʰᴇ44
khe3	kʰᴇ51
khe44 ten44	kʰᴇ44 tən44
khe5	kʰᴇ523
kheh ten	kʰəʔ tən
kheh zo ou ciu	kʰəʔ zo əu ʨy
khen1	kʰən44
khen3	kʰən51
kheq deu	kʰəʔ døʏ
kheq deu ba4[23]0	kʰəʔ døʏ bɑ23
kheq kaon pe	kʰəʔ kɑ̃ pᴇ
kheq lau boe kau yu	kʰəʔ læ bø kæ ɦy
kheq lau5[51]	kʰəʔ læ51
kheq seu5[523]	kʰəʔ søʏ523
kheq zeq	kʰəʔ zəʔ
kheq7	kʰəʔ43
kheu ghon	kʰøʏ ɦoŋ
kheu kon	kʰøʏ koŋ
kheu liau waeq syu4440	kʰøʏ liæ ɦuaʔ sʮ444
kheu shian daon	kʰøʏ ɕiã dɑ̃
kheu tshon[52]1	kʰøʏ ʦʰoŋ52
kheu1	kʰøʏ44
kheu3	kʰøʏ51
kheu5	kʰøʏ523
kheu51	kʰøʏ51
kho1	kʰo44
kho3	kʰo51
kho5	kʰo523
khoe deu	kʰø døʏ
khoe feq chi	kʰø fəʔ ʨʰi
khoe feq zeq nge	kʰø fəʔ zəʔ ŋᴇ
khoe fon syu	kʰø foŋ sʮ
khoe gnieu noe	kʰø ȵiʏ nø
khoe gnin	kʰø ȵin
khoe gnin deu440	kʰø ȵin døʏ44
khoe iq shiq	kʰø iəʔ ɕiəʔ
khoe lan phu440	kʰø lã pʰu44
khoe mau bin	kʰø mæ bin
khoe shian deu	kʰø ɕiã døʏ
khoe si yan cin	kʰø si ɦiã ʨin
khoe teq chi	kʰø təʔ ʨʰi
khoe tshoe40	kʰø ʦʰø4
khoe ve ho don	kʰø vᴇ xo doŋ
khoe ya nge440	kʰø ɦiɑ ŋᴇ44
khoe zeq the	kʰø zəʔ tʰᴇ
khoe1	kʰø44
khoe3	kʰø51
khoe5	kʰø523
khoe51 bin231	kʰø51 bin231
khoh43	kʰoʔ43
khon deu tsyu phiau	kʰoŋ døʏ ʦʮ pʰiæ
khon di	kʰoŋ di
khon phi40	kʰoŋ pʰi4
khon sin phau	kʰoŋ sin pʰæ
khon sin tshe	kʰoŋ sin ʦʰᴇ
khon tshiah	kʰoŋ ʦʰiɑʔ
khon zen deu440	kʰoŋ zən døʏ44
khon zou	kʰoŋ zəu
khon1	kʰoŋ44
khon3	kʰoŋ51
khon5	kʰoŋ523
khoq iq zan	kʰoʔ iəʔ zã
khoq lon4[23]	kʰoʔ loŋ23
khoq saon baon4[23]0	kʰoʔ sɑ̃ bɑ̃23
khoq theq44	kʰoʔ tʰəʔ44
khoq tsheq le440	kʰoʔ ʦʰəʔ lᴇ44
khoq tsheq ou la4420	kʰoʔ ʦʰəʔ əu lɑ442
khoq7	kʰoʔ43
khou aeq[52]1 nau tsy23	kʰəu aʔ52 næ ʦɿ23
khou ciaq kuoe440	kʰəu ʨiɑʔ kuø44
khou daon40	kʰəu dɑ̃4
khou deu	kʰəu døʏ
khou iau ta	kʰəu iæ tɑ
khou iau40	kʰəu iæ4
khou ko	kʰəu ko
khou laon deu	kʰəu lɑ̃ døʏ
khou laon deu440	kʰəu lɑ̃ døʏ44
khou li fe440	kʰəu li fᴇ44
khou men	kʰəu mən
khou nau tsy[52]30	kʰəu næ ʦɿ52
khou nau[52]3	kʰəu næ52
khou pen	kʰəu pən
khou taon40	kʰəu tɑ̃4
khou tsin	kʰəu ʦin
khou tsy ta440	kʰəu ʦɿ tɑ44
khou tsy40	kʰəu ʦɿ4
khou tsyu	kʰəu ʦʮ
khou1	kʰəu44
khou3	kʰəu51
khou44	kʰəu44
khou5	kʰəu523
khua pe	kʰuɑ pᴇ
khua3	kʰuɑ51
khua5	kʰuɑ523
khuaon khou	kʰuɑ̃ kʰəu
khuaon khuaon	kʰuɑ̃ kʰuɑ̃
khuaon1	kʰuɑ̃44
khuaon3	kʰuɑ̃51
khuaon5	kʰuɑ̃523
khue deu gnioq	kʰuᴇ døʏ ȵioʔ
khue kaeq40	kʰuᴇ kaʔ4
khue liq	kʰuᴇ liəʔ
khue ng	kʰuᴇ ŋ
khue ng zyu lon	kʰuᴇ ŋ zʮ loŋ
khue ng40	kʰuᴇ ŋ4
khue zyu lon440	kʰuᴇ zʮ loŋ44
khue1	kʰuᴇ44
khue3	kʰuᴇ51
khue44	kʰuᴇ44
khue5	kʰuᴇ523
khue51	kʰuᴇ51
khue523	kʰuᴇ523
khuen biq keq440 deu cin23	kʰuən biəʔ kəʔ44 døʏ ʨin23
khuen chioq	kʰuən ʨʰioʔ
khuen don	kʰuən doŋ
khuen e tsau440	kʰuən ᴇ ʦæ44
khuen feq zaq	kʰuən fəʔ zɑʔ
khuen feq zaq440	kʰuən fəʔ zɑʔ44
khuen gho le	kʰuən ɦo lᴇ
khuen gho le[52]30	kʰuən ɦo lᴇ52
khuen ie	kʰuən iɪ
khuen iq hueq[52]30	kʰuən iəʔ xuəʔ52
khuen jiq	kʰuən ʥiəʔ
khuen kau40	kʰuən kæ4
khuen le	kʰuən lᴇ
khuen le40	kʰuən lᴇ4
khuen pie33 deu223	kʰuən piɪ33 døʏ223
khuen sy mon ton	kʰuən sɿ moŋ toŋ
khuen sy mon ton4440	kʰuən sɿ moŋ toŋ444
khuen tsheq hueq	kʰuən ʦʰəʔ xuəʔ
khuen tson kau	kʰuən ʦoŋ kæ
khuen zaq tse	kʰuən zɑʔ ʦᴇ
khuen zaq tseq440	kʰuən zɑʔ ʦəʔ44
khuen zeq deu cin kueq	kʰuən zəʔ døʏ ʨin kuəʔ
khuen1	kʰuən44
khuen3	kʰuən51
khuen5	kʰuən523
khueq chi	kʰuəʔ ʨʰi
khueq khaq	kʰuəʔ kʰɑʔ
khueq mi5[523]	kʰuəʔ mi523
khueq7	kʰuəʔ43
khuoe cin ta440	kʰuø ʨin tɑ44
khuoe i	kʰuø i
khuoe syu	kʰuø sʮ
khuoe syu40	kʰuø sʮ4
khuoe thaon40	kʰuø tʰɑ̃4
khuoe zou	kʰuø zəu
khuoe1	kʰuø44
khuoe3	kʰuø51
ko bi mau	ko bi mæ
ko ghau	ko ɦæ
ko kheu	ko kʰøʏ
ko lon	ko loŋ
ko nga sou	ko ŋɑ səu
ko piau	ko piæ
ko tsy	ko ʦɿ
ko1	ko44
ko3	ko51
ko5	ko523
koan tsen40	kɑ̃ ʦən4
koe ciaq	kø ʨiɑʔ
koe ciaq peq deu4440	kø ʨiɑʔ pəʔ døʏ444
koe cin hou yaon4440	kø ʨin xəu ɦiɑ̃444
koe don sen[52]30	kø doŋ sən52
koe gni tsy	kø ȵi ʦɿ
koe mau	kø mæ
koe mie	kø miɪ
koe pe	kø pᴇ
koe sau	kø sæ
koe shiuq lau	kø ɕyəʔ læ
koe sie	kø siɪ
koe sie tie	kø siɪ tiɪ
koe siq	kø siəʔ
koe tshe	kø ʦʰᴇ
koe tsheq chi	kø ʦʰəʔ ʨʰi
koe tso lou	kø ʦo ləu
koe tsoe40	kø ʦø4
koe tsoq le ve4420	kø ʦoʔ lᴇ vᴇ442
koe we	kø ɦuᴇ
koe ye	kø ɦiɪ
koe zin	kø zin
koe1	kø44
koe3	kø51
koe44	kø44
koe5	kø523
koh man	koʔ mã
koh43	koʔ43
kon ciuq	koŋ ʨyəʔ
kon daon	koŋ dɑ̃
kon die40	koŋ diɪ4
kon fen	koŋ fən
kon gnin	koŋ ȵin
kon gnin mau	koŋ ȵin mæ
kon gon chi tsho4440	koŋ goŋ ʨʰi ʦʰo444
kon jiau	koŋ ʥiæ
kon lou40	koŋ ləu4
kon mo	koŋ mo
kon sou	koŋ səu
kon tsin	koŋ ʦin
kon tsoq	koŋ ʦoʔ
kon ven pau	koŋ vən pæ
kon1	koŋ44
kon3	koŋ51
kon44	koŋ44
kon5	koŋ523
koq biq44	koʔ biəʔ44
koq ci	koʔ ʨi
koq ciaq	koʔ ʨiɑʔ
koq ji koq seq4[23]40	koʔ ʥi koʔ səʔ23
